,0,1
FrankfortILCook,41.4958665,-87.8486613
StapletonNELogan,41.4805474,-100.5131456
BunkieLAAvoyelles,30.9532472,-92.1826258
Port LavacaTXCalhoun,28.6149968,-96.6260892
HolyokeCOYuma,40.584437,-102.3024103
AllenportPAWashington,40.0981287,-79.8489347
TrafalgarINJohnson,39.4161604,-86.150823
LouisaKYLawrence,38.1142544,-82.6032119
BahamaNCDurham,36.1659763,-78.8766738
RosebudMOGasconade,38.3872703,-91.4009896
SmithboroILBond,38.8961575,-89.3406323
MorganvilleNJMiddlesex,40.3410515,-74.29705149588719
Mount HopeWVFayette,37.8953906,-81.1642682
SpeedwellTNClaiborne,36.4586902,-83.8718624
El PasoILWoodford,31.7754152,-106.4646348
EdgewoodIADelaware,42.6449174,-91.4007896
HarrisonMIClare,44.0192188,-84.7997872
ShavertownPALuzerne,41.3198025,-75.9379761
ElizabethtownINBartholomew,39.1350522,-85.8133147
StemNCGranville,36.199867,-78.7222261
WanetteOKPottawatomie,34.9620224,-97.0325225
SylacaugaALCoosa,33.1731716,-86.2516406
UnionNHCarroll,43.4914691,-71.0231206
South WeymouthMAPlymouth,42.1751002,-70.9494899
LoogooteeINDaviess,38.6769945,-86.9141696
Village Of Indian SpringsOHButler,39.3303357,-84.408275
ClevelandNCIredell,35.7331953,-80.6770111
Emerald IsleNCCarteret,34.6779399,-76.9507762
New AuburnWIChippewa,45.2041282,-91.5582197
FlemingCOLogan,40.6799914,-102.8393627
SalemWVHarrison,39.2828653,-80.5589856
River RanchFLPolk,28.0394654,-81.9498042
AltonTXHidalgo,26.2871093,-98.3136913
San PatricioNMLincoln,33.408976,-105.3269284
EtowahTNMcMinn,35.3236458,-84.5248279
MartinsvilleNJSomerset,40.6012136,-74.5590452
GenoaILDeKalb,42.097248,-88.6928688
WilliamsburgMIKalkaska,44.773614,-85.4039557
VenetiaPAWashington,40.2467368,-80.042275
New PragueMNRice,44.5433331,-93.5760445
JasperMNRock,43.849709,-96.397388
LeeILLee,41.7459056,-89.2888533
Lame DeerMTRosebud,45.6230476,-106.6666984
HiramOHPortage,41.312555,-81.14371
KokomoINMiami,40.4864444,-86.1336351
YaleVASussex,36.8457054,-77.2874715
KerrickMNPine,46.339347,-92.5870118
Olmsted TwpOHCuyahoga,41.3767081,-81.94564929469483
FriedheimMOCape Girardeau,37.5700526,-89.8201027
Union CityOKCanadian,35.3917233,-97.9414364
North BaysideORCoos,43.3678937,-124.2174647
Saint AlbansWVKanawha,38.3789601,-81.81193031452082
Grand MeadowMNMower,43.7061113,-92.5721281
AtwaterMNMeeker,45.1363343,-94.7810199
BlanchardvilleWIGreen,42.81032,-89.8622149
Mount HopeWVRaleigh,37.8953906,-81.1642682
ElkvilleILJackson,37.9100505,-89.2359165
BolivarMOPolk,37.6110502,-93.4107968
NewbernTNGibson,36.1128479,-89.2617368
HoltonINRipley,39.0750538,-85.387185
GeorgetownKYFayette,38.2097967,-84.5588311
BroadwayNCHarnett,35.4579333,-79.0530768
PuposkyMNBeltrami,47.6777324,-94.9072151
LaporteMNCass,47.2140553,-94.7533105
DubberlyLAWebster,32.5368192,-93.2423896
Patrick SpringsVAPatrick,36.6418034,-80.1950507
OmroWIWinnebago,44.0394988,-88.7442754
Eagle PassTXMaverick,28.7099337,-100.4938137
Fort DavisTXJeff Davis,30.5891919,-103.8947154
AdaOHHancock,38.8398935,-83.5051704
Lac Du FlambeauWIVilas,45.969673,-89.892099
WestMSHolmes,33.1970719,-89.7773051
WelchOKCraig,36.8736854,-95.0957968
FlaglerCOKit Carson,39.2930463,-103.0671582
BerwickPALuzerne,41.0602024,-76.2461259
VevayINSwitzerland,38.7478401,-85.0671725
ElonNCCaswell,36.1029132,-79.5066895
RondaNCWilkes,36.218467,-80.9411859
GueydanLAVermilion,30.0260404,-92.5084692
Abita SpringsLASt. Tammany,30.4785257,-90.0375755
Tellico PlainsTNMonroe,35.3626008,-84.2940223
SanbornIAObrien,43.181642,-95.655567
EdmestonNYOtsego,42.6978509,-75.2437763
College CornerOHPreble,39.5675514,-84.8144004
ClinchcoVADickenson,37.1612189,-82.3598688
Pine MountainGATroup,32.8648522,-84.8540982
East AltonILMadison,38.8803256,-90.1112184
Carrizo SpringsTXDimmit,28.5249088,-99.8616529
BoslerWYAlbany,41.576084,-105.6952708
BrielleNJMonmouth,40.1111487,-74.0587124
WalbridgeOHWood,41.5795195,-83.4924358983687
White OakGACamden,31.0313418,-81.7303849
PhoenixILCook,33.4484367,-112.0741417
DivideMTSilver Bow,45.7510371,-112.747251
FrankfordDESussex,38.518038,-75.233764
WapwallopenPALuzerne,41.0745283,-76.1307633
BoonvilleNCYadkin,36.2326362,-80.7081209
WarrenTXTyler,30.6146489,-94.408529
AdairOKMayes,35.8783136,-94.6567402
PembrokeGABryan,32.1360332,-81.6220566
MeridianTXBosque,31.9247314,-97.6561096
ArdaraPAWestmoreland,40.3595266,-79.735213
Grand RapidsOHLucas,41.4119963,-83.8643852
TigertonWIShawano,44.7408093,-89.0631653
Plain DealingLABossier,32.9051385,-93.6968433
CounceTNHardin,35.0423075,-88.2733741
HonoravilleALButler,31.850599,-86.4060573
ShipshewanaINLaGrange,41.6728282,-85.5802634
KingstonGAFloyd,34.2367172,-84.9450325
KenedyTXGoliad,26.9205171,-97.7461361
DonaldsonvilleLAAscension,30.1010324,-90.9928774
MaudTXBowie,33.3329014,-94.3426964
South ForkCORio Grande,37.6649461,-106.6482314526149
DenairCAMerced,37.5257331,-120.7973284
CeciliaKYHardin,37.6658962,-85.9566304
LeakesvilleMSGreene,31.1557373,-88.5577994
BuffaloWYJohnson,44.3480865,-106.6992871
RooseveltAZMaricopa,33.6675484,-111.1342893
Richfield SpringsNYOtsego,42.8534057,-74.9854335
NarrowsVABland,37.3315103,-80.8111867
MadridIABoone,41.8766526,-93.8232813
ZacharyLAEast Feliciana,30.6485191,-91.1564961
CastleOKOkfuskee,35.4745245,-96.3822305
ShongalooLAWebster,32.9415284,-93.2987799
RutlandILMarshall,43.6106237,-72.9726065
WinslowINPike,38.382272,-87.2127863
LapelINMadison,40.0687245,-85.8479102
MiamiOHClermont,40.0580258,-84.2236524
Miami GardensFLBroward,25.9423108,-80.23976495072381
StocktonILJo Daviess,37.9577016,-121.2907796
AlexanderNCBuncombe,35.924738,-81.1716315
MansfieldGAJasper,33.5182677,-83.7353456
SmithtonILSt. Clair,38.4086616,-89.9920501
RacelandLALafourche,38.5399754,-82.7283275
AthensVTWindham,43.134063,-72.56813
ShirleyINHenry,39.8915205,-85.58116334243093
KendallvilleINNoble,41.4414385,-85.2649754
PekinINWashington,40.5721875,-89.62302964811497
GoldstonNCChatham,35.5932028,-79.3283539
SeveranceCOWeld,40.5231623,-104.8509194
AtokaOKAtoka,34.3284948,-96.017838
CottontownTNRobertson,36.4514343,-86.53805
BurlingtonNCGuilford,36.0956918,-79.4377991
ModocINRandolph,40.0453238,-85.1263542
Southern PinesNCMoore,35.1740471,-79.3922539
Eau ClaireWIChippewa,44.811349,-91.4984941
BagleyMNClearwater,47.521623,-95.398349
Holy CrossIADubuque,42.6005516,-90.9956855
BadgerMNRoseau,48.7824188,-96.014453
Moose LakeMNPine,46.4542937,-92.7619799
MorrisonILWhiteside,45.9926837,-94.2554658
GoodrichMILapeer,42.91708,-83.501656
DennisonOHTuscarawas,40.3933994,-81.3337215
BelingtonWVBarbour,39.025097,-79.9355873
LytleTXAtascosa,29.2330215,-98.797873
New AugustaMSPerry,31.2024033,-89.0347743
NeotsuORLincoln,45.0013098,-123.9813874
SacoMEYork,43.5009176,-70.4428286
Port NorrisNJCumberland,39.2446615,-75.03827507839398
CentervillePACrawford,40.0453511,-79.9756065
SycamorePAGreene,39.926741,-80.2447871
Mount PulaskiILLogan,40.0108767,-89.282314
Elk RiverMNAnoka,45.3038538,-93.5671825
BuckatunnaMSWayne,31.539053,-88.5289155
ElktonORDouglas,43.6370577,-123.5673843
BinghamMESomerset,45.058972,-69.88266
Union GroveWIRacine,42.6878984,-88.0520341
BirdsnestVANorthampton,37.4390246,-75.8810418
ScottvilleMIMason,43.954728,-86.280079
FredericktownOHMorrow,40.4811721,-82.5407213
RichlandINSpencer,39.4977472,-85.3948179
CiscoTXEastland,32.3828077,-98.9797165
Siloam SpringsARBenton,36.1881365,-94.5404962
NotasulgaALTallapoosa,32.5566305,-85.66949976609848
HilliardsPAButler,41.0858954,-79.8333856
Lake BentonMNLincoln,44.261079,-96.287539
MorrisCTLitchfield,41.6842633,-73.1962245
River ValeNJBergen,40.9953754,-74.0120832
HamptonTNCarter,36.2842787,-82.1726295
EthelLAEast Feliciana,39.894752,-92.7379717
MeekerCORio Blanco,40.0374733,-107.9131299
LoyaltonCASierra,39.6750962,-120.2443698
ChicoCATehama,39.7284945,-121.8374777
O BrienORJosephine,42.0671187,-123.7034735
SmithfieldVAIsle Of Wight,36.9823313,-76.6310242
AsburyWVGreenbrier,37.8198426,-80.5592455
Signal MountainTNSequatchie,35.1223478,-85.3436973
ThompsonPASusquehanna,41.8636936,-75.5143485
ClaridgePAWestmoreland,40.3656242,-79.6222649
ManorPAWestmoreland,40.3339581,-79.6700433
MeansvilleGAUpson,33.0492923,-84.3068648
Deer CreekILWoodford,40.6298648,-89.3323928
Egg Harbor CityNJBurlington,39.5287282,-74.6479364
BancroftIAKossuth,43.2927386,-94.2180192
LesharaNEDouglas,41.3297222,-96.4283583
SpringdaleARBenton,36.1867442,-94.1288142
MayleneALShelby,33.2034492,-86.861656
JolietMTCarbon,45.4850626,-108.9703595
MarydelMDQueen Anne's,39.1128904,-75.7457651
GilmerTXUpshur,32.7312256,-94.9469309
White Sands Missile RangeNMDo�a Ana,33.0658459,-106.54562804257935
Paden CityWVTyler,39.60238,-80.93685411225744
LuckeyOHWood,41.4506077,-83.48743
ThomasvilleNCRandolph,35.8831786,-80.081817
Eagle LakeTXColorado,29.5895382,-96.331239
Red LevelALConecuh,31.40626425,-86.6097150369169
KinderLAAllen,30.485479,-92.850703
MarshalltonDENew Castle,39.7256679,-75.6540959
ClimaxNCGuilford,35.9129138,-79.7175279
StanleyWIClark,44.9599657,-90.9370846
Willow Creek-Hoopa ValleyCAHumboldt,40.8020712,-124.1636729
Oliver SpringsTNRoane,36.0446642,-84.3443593
BrandywineWVPendleton,38.6248402,-79.2447608
HarlemGAMcDuffie,33.4145834,-82.3126237
LucanMNRedwood,44.4096788,-95.4105611
MenahgaMNHubbard,46.7539483,-95.0977002
Cuba CityWIGrant,42.6055549,-90.4298502
GanadoTXJackson,29.0396292,-96.5122845
Lone TreeCOArapahoe,39.5360997,-104.8963682
Lake ArthurLAJefferson Davis,30.080764,-92.6715308
MurphyIDOwyhee,43.2169179,-116.5511226
BrutusMICheboygan,45.4930668,-84.7817127
WalesMAHampden,42.0622715,-72.2329598
PineCOPark,37.2291798,-107.6015475
NorthportWAStevens,48.915582,-117.7826223
ChaseMILake,43.8891818,-85.6356098
BellefonteDENew Castle,39.7677156,-75.4985522
KingNCStokes,36.275245999999996,-80.36568613272892
Port St. LucieFLSt. Lucie,27.2939333,-80.3503283
PavoGABrooks,30.9597185,-83.73787105724485
PleasantvilleIAMarion,41.386484,-93.2693565
GoodmanMSHolmes,32.9701306,-89.9123058
BurbankWAWalla Walla,46.2010524,-119.0135347
WishonCAMadera,37.00254270000001,-118.9672503346504
FarmersvilleCATulare,36.2977283,-119.2067767
BeverlyOHWashington,39.5480179,-81.6393772
BordenINClark,38.4667284,-85.9458044
Blue SpringsNEGage,40.139446,-96.65919
BarnestonNEGage,40.048335,-96.576965
Oak RidgeNCGuilford,36.1736211,-79.9892172
AberdeenNCHoke,35.131547,-79.4294789
VeniceILMadison,33.995044,-118.4668875
GreenvilleMSWashington,33.4000633,-91.0551312
GainesvilleALSumter,32.820964,-88.158914
ReserveLASt. John the Baptist,39.976147999999995,-95.56505944468024
FabiusNYOnondaga,42.835067,-75.9860322
ElbridgeNYOnondaga,43.0345105,-76.4479914
EmlentonPAButler,41.1806616,-79.7096141
NortonOHSummit,41.0292217,-81.6381795
LexingtonKYJessamine,38.0464066,-84.4970393
Laurel BloomeryTNJohnson,36.566229,-81.759561
ReidsvilleGATattnall,32.0868611,-82.1178978
NunnCOWeld,40.7035917,-104.7808024
CooperstownPAVenango,41.498667,-79.8703345
FrostburgMDGarrett,39.6581425,-78.928357
GreencastleINPutnam,39.6444898,-86.8647316
DelphosOHAllen,40.8433709,-84.3413605
Manastash RidgeWAKittitas,46.8681722,-120.3837204
NatchezMSAdams,31.5604442,-91.403171
ChassellMIHoughton,47.028262,-88.525125
CascadiaORLinn,44.3972864,-122.4872412
GoshenNHSullivan,43.301196,-72.147903
Bay HeadNJOcean,40.0717828,-74.0543036
IvorytonCTMiddlesex,41.3485261,-72.4416552
Saint ThomasPAFranklin,39.9175908,-77.7977726
AydenNCPitt,35.4726626,-77.4155203
BlackwaterMOCooper,38.9802996,-92.99075
PlainfieldILKendall,41.6086711,-88.2054345
SandwichILDeKalb,41.6458633,-88.6217432
PawneeOKPawnee,36.3151645,-96.7200995
BillingsMTYellowstone,45.7874957,-108.49607
BoulderMTJefferson,46.236595,-112.120834
BelgradeMTGallatin,45.773279,-111.184535
RosebudMTRosebud,46.3894251,-106.6296053
SalteseMTMineral,47.4102075,-115.5095972
GarrisonMTPowell,46.5216315,-112.81471175717704
Miles CityMTCuster,46.4085273,-105.840981
HelenaMTLewis and Clark,46.5927425,-112.0362771
West YellowstoneMTGallatin,44.664290199999996,-111.10513722509046
NezperceIDLewis,46.2348914,-116.2406974
AntelopeORWasco,44.9104912,-120.7227463
JeffersonNYSchoharie,44.059311,-75.9995742
CairoWVRitchie,39.2088298,-81.1568523
Cherry ValleyILBoone,42.2392959,-88.9597115
UptonKYHardin,37.465323999999995,-85.90101475720013
ColumbusMTStillwater,45.6366114,-109.252154
ForsythMTRosebud,46.266384,-106.677812
Snowmass VillageCOPitkin,39.2130418,-106.9378207
Gold CreekMTPowell,48.7941841,-115.3433853
IsmayMTCuster,46.5001855,-104.79325192275573
StamfordNYSchoharie,42.4073024,-74.614318
GrottoesVARockingham,38.2673517,-78.8258585
Great MillsMDSt. Mary's,38.2367924,-76.4971762
McCordsvilleINHancock,39.8939648,-85.9219417
SomervilleOHPreble,39.5631094,-84.638562
Village Of LakewoodILMcHenry,39.6663683,-105.1084285278227
RaymondMSHinds,32.2593146,-90.4225951
ClancyMTJefferson,46.4648493,-111.9864276
RensselaervilleNYAlbany,42.5161888,-74.1379131
AberdeenOHBrown,38.6556296,-83.7610323
BarnwellSCAllendale,33.2641009,-81.4190808
La MotteIAJackson,42.2958455,-90.6209631
VolborgMTCuster,45.8435609,-105.6820405
HomerMICalhoun,42.1461479,-84.8092709
Ridge SpringSCEdgefield,33.8454176,-81.6617723
HoyletonILWashington,38.4417163,-89.2742452
HardinMTBig Horn,45.7324778,-107.6120314
WhitehallMTJefferson,45.87076,-112.097494
BuchananGAPolk,33.8026048,-85.1885607
HaddockGABaldwin,33.0326574,-83.4290899
District 6LASt. Charles,19.253311250000003,-155.6027561679108
LincolntonNCGaston,35.473745,-81.2545251
Bay Harbor IslandsFLMiami-Dade,25.8875948,-80.1311564
PelhamGAMitchell,31.1276849,-84.1518466
New AlbinIAAllamakee,43.4966397,-91.2895783
BrazoriaTXBrazoria,29.18161,-95.4993375
CarrizozoNMLincoln,33.6432488,-105.8777246
DysartIATama,42.1713301,-92.3071172
South Bound BrookNJSomerset,40.5534365,-74.531544
IdabelOKMcCurtain,33.8956647,-94.8263281
West PointKYHardin,37.9986058,-85.9517919
Bowling GreenINOwen,39.3830983,-87.0116791
ParsonsKSLabette,37.3407838,-95.2596295
DaconoCOWeld,40.0847062,-104.9394216
Copalis CrossingWAGrays Harbor,47.1063227,-124.0722661
Jackson SpringsNCMontgomery,35.2095948,-79.6258705
MidlandNCMecklenburg,35.2476245,-80.5226561121873
ForbestownCAYuba,39.51711,-121.267184
MantonCAShasta,40.4351568,-121.8699903
Darien CenterNYGenesee,42.9011709,-78.3886312
LeopolisWIShawano,44.7680334,-88.8448272
BlythevilleARMississippi,35.9272953,-89.9189754
Blue RidgeGAFannin,34.863972,-84.324087
North BonnevilleWASkamania,45.6373393,-121.9711934
ToppenishWAYakima,46.3775015,-120.3089383
BarnsteadNHBelknap,43.334168,-71.29303
JacksonOHPreble,39.0131871,-82.6089043
RiverdaleNEBuffalo,40.7842762,-99.1623328
OwensboroKYDaviess,37.7742152,-87.1133304
QuapawOKOttawa,36.9545117,-94.7880057
OrangevilleILStephenson,41.339222,-80.51896
Eagle NestNMColfax,36.5547566,-105.2636193
DulceNMSandoval,36.9335998,-106.9991367
CovingtonINVermillion,40.1417045,-87.3947357
West NewtonINMarion,39.6531014,-86.2827682
TeacheyNCDuplin,34.7682241,-78.0080407
WindthorstTXArcher,33.5804629,-98.43886867506399
RustonLAJackson,32.5232053,-92.637927
PyoteTXWard,31.5366066,-103.1261912
Long CreekORGrant,44.7138895,-119.1039122
LangdonNHSullivan,43.167126,-72.37999
Rock HallMDKent,39.1381658,-76.2349537
LyonsOHFulton,41.6994955,-84.0702235
DunnvilleKYRussell,37.2000709,-85.0099547
Adams RunSCDorchester,32.729278,-80.365075
DilleyTXFrio,28.6695971,-99.1672017
MarcolaORLane,44.1722212,-122.8606374
DaltonNHCoos,44.416126,-71.695404
Jackson SpringsNCMoore,35.2095948,-79.6258705
HamiltonMOCaldwell,40.8569853,-98.0470062
TaylorWIJackson,44.3210709,-91.1198757
WeyerhaeuserWIRusk,45.4226495,-91.415286
FredoniaAZCoconino,36.945542,-112.5265889
Cannon BeachORClatsop,45.891774,-123.961527
HallsTNLauderdale,35.8756298,-89.3961835
Central JeffersonKYJefferson,38.1787175,-85.664528
La HarpeILHancock,40.5833749,-90.9693057
FrederickCOWeld,40.13488395,-104.99362487575289
GreeneRIKent,41.6912104,-71.7459022
CohuttaGAWhitfield,34.9595209,-84.9527235
Lumber CityGATelfair,31.9293488,-82.6795831
HallamNELancaster,40.53778,-96.787246
InolaOKMayes,36.1512098,-95.5094195
AlvinTXGalveston,29.4238472,-95.2441009
FossilORGilliam,44.9980138,-120.2150234
LeboKSCoffey,38.4166818,-95.8530441
North BrentwoodMDPrince George's,38.9453888,-76.9516414
CarbondaleCOPitkin,39.4022054,-107.2111628
HamlinNYOrleans,43.326134350000004,-77.90540640568689
KeedysvilleMDWashington,39.4862106,-77.6997141
WindfallINTipton,40.3630938,-85.9563738
AnsoniaOHDarke,40.214492,-84.6369011
VernonILLake,34.1513105,-99.2860857
StanwoodIACedar,41.8930715,-91.1507132
LamarMOBarton,37.4950527,-94.2768736
ManliusNYOnondaga,43.0020107,-75.9768632
ColomaMIVan Buren,42.1861494,-86.308356
HesperiaMIOceana,43.568903,-86.039507
South BrunswickNJMiddlesex,40.3849235,-74.52047462565923
LibertyNCGuilford,35.826774650000004,-79.56371137043811
LuxemburgWIBrown,44.5382702,-87.703936
MediapolisIADes Moines,41.008076,-91.1633978
SloansvilleNYSchoharie,42.7570192,-74.330409
StanhopeNJWarren,40.9028765,-74.7090517
HighlandMDHoward,39.5209339,-77.518043
EbonyVABrunswick,36.578758,-77.9908262
EastoverNCCumberland,35.099219,-78.78829551256487
SpartaILRandolph,33.2757006,-82.9762589
SimsboroLALincoln,32.5345953,-92.7884871
Crescent LakeORKlamath,43.5095085,-121.9687742
Columbia CityORColumbia,45.8897971,-122.8086453
Mont VernonNHHillsborough,42.8945294,-71.6742394
Marion StationMDSomerset,38.0392905,-75.7707639
HibbingMNSaint Louis,47.427155,-92.937689
TaylorAZNavajo,34.4647338,-110.0916551
GallagherWVFayette,38.1731604,-81.4017802
JonesboroGAFayette,33.5215013,-84.3538128
BangorMEPenobscot,44.8011821,-68.7778138
Red HouseVACharlotte,37.1891314,-78.8119567
South HeroVTGrand Isle,44.645774,-73.302613
Lake LynnPAFayette,39.7281338,-79.8606116
RockbridgeOHHocking,39.5797876,-82.5221027
Crab OrchardKYRockcastle,37.4645267,-84.5066044
MarionSCDillon,34.0572007,-79.3987578
CampbellsportWIFond du Lac,43.5984486,-88.2845233
Valley SpringTXLlano,30.8593408,-98.817265
DarrowLAAscension,40.7189254,-87.6030838
Sand SpringsOKOsage,36.1394339,-96.1100025
District 13LASt. Tammany,35.35261635,-80.85820158759068
Berwyn HeightsMDPrince Georges,38.9939991,-76.9105292
TappahannockVAKing and Queen,37.9254168,-76.8591362
Church RoadVAAmelia,37.6329076,-77.6135409
HinckleyILDekalb,41.7689183,-88.640913
VegaTXOldham,35.2428319,-102.4282607
Provo-OremUTUtah,40.5360417,-111.4422389
WoodburnORClackamas,45.143731,-122.8553725
RichmondMESagadahoc,44.0872965,-69.7989349
West WinfieldNYHerkimer,42.8853489,-75.1932175
SlickvillePAWestmoreland,40.4628,-79.51642531818182
PortsmouthVAPortsmouth City,36.8678592,-76.37559852679193
Park ForestILWill,41.4825788,-87.6802344
StauntonVAStaunton City,38.1495947,-79.072557
Reads LandingMNWabasha,44.4021892,-92.079058
UnityWIMarathon,44.8516322,-90.3165242
FairlandOKOttawa,36.7511833,-94.8474567
Palmer LakeCOEl Paso,39.1222138,-104.917204
SkaneatelesNYOnondaga,42.947011,-76.4291017
PhelpsNYSeneca,42.95846615000001,-77.04766965231785
FerdinandINDubois,38.223944,-86.8622155
MartinsvilleINMonroe,39.4278253,-86.428328
PerrysvilleOHRichland,40.6575594,-82.3115503
Virginia State UniversityVAChesterfield,37.2383399,-77.41950354459487
HerefordTXDeaf Smith,34.8245521,-102.398778
Five PointsTNLawrence,35.1825803,-86.9341716
CrookstonMNPolk,47.7739988,-96.6081167
BrilliantALMarion,34.0253797,-87.7583574
ConnerMTRavalli,45.9307534,-114.1245288
SheldonILIroquois,43.1810844,-95.8561126
Gibson CityILFord,40.4653118,-88.3758875
PlankintonSDAurora,43.714461,-98.485005
Reed CityMIOsceola,43.875017,-85.51005
DawsonPAFayette,40.0470291,-79.6555384
StevensburgVACulpeper,38.4431826,-77.8997175
EsmontVAAlbemarle,37.8312533,-78.607236
HesstonPAHuntingdon,40.4209078,-78.1100066
MaplewoodOHShelby,40.376161,-84.0257744
HortonvilleWIOutagamie,44.334705,-88.6381615
PalmviewTXHidalgo,26.233406,-98.3708503
MansfieldLADe Soto,40.75839,-82.5154471
PitmanNJGloucester,39.732892,-75.1315651
IndependenceVAGrayson,36.6223478,-81.150923
EmporiaVABrunswick,36.6937606,-77.5357141
LulaGABanks,34.3876013,-83.6662854
OlmitoTXCameron,26.0217447,-97.5341534
Saint FrancisvilleLAWest Feliciana,38.591899999999995,-87.64705451406462
Ore CityTXMarion,32.8001354,-94.7207634
WhatleyALMonroe,31.6507136,-87.7049967
LenoreIDNez Perce,46.5085066,-116.5509813
HightstownNJMonmouth,40.2695538,-74.5232089
PalisadeMNAitkin,46.7132862,-93.4885687
WhatleyALClarke,31.6507136,-87.7049967
ChandlerINWarrick,38.0417114,-87.3680648
PomeroyIAPocahontas,42.5510885,-94.6838687
New RoadsLAPointe Coupee,30.7015741,-91.4362242
TriangleNCDurham,35.875259,-78.7751271
Glenwood LandingNYNassau,40.8265918,-73.63113615097373
Warm SpringsVABath,38.0462369,-79.7906069
HuntsvilleOHLogan,40.4433848,-83.8049353
Norris CityILWhite,37.9811576,-88.3292104
MillerSDHand,44.518315,-98.988434
PinelandTXSabine,31.2479659,-93.9743556
NashvilleMIBarry,42.6028137,-85.0930536
PlainwellMIBarry,42.4400357,-85.6489035
DykeVAGreene,38.2537414,-78.5397363
LindaleGAFloyd,34.194346,-85.17765061746866
SyracuseINElkhart,41.4278409,-85.7524957
SullivanOHMedina,41.0281106,-82.2221033
Amherst JunctionWIPortage,44.4688628,-89.3126138
MorriltonARConway,35.1509173,-92.7440538
RoanokeTXTarrant,33.0040126,-97.2258483
Port MonmouthNJMonmouth,40.4326765,-74.10159842285331
KeysvilleVAPrince Edward,37.0404287,-78.4833277
Itta BenaMSLeflore,33.49512,-90.3198067
SagleIDBonner,48.2024189,-116.5476927
DelanceyNYDelaware,40.7179671,-73.9852989
BristolvilleOHTrumbull,41.3874149,-80.8692229
HiawasseeGATowns,34.947959,-83.7569922
OgdensburgWIWaupaca,44.4519252,-89.0317774
MammothAZPinal,32.722568,-110.6406547
District 10LASt. Tammany,35.35261635,-80.85820158759068
HighlandMIOakland,44.1455678,-85.2664329
WenonahNJGloucester,39.7946263,-75.148766
Mc DowellVAHighland,36.897373,-76.219459
AtwoodTNCarroll,35.9731207,-88.6781141
CampbellTXHunt,33.1481702,-95.9513564
CusterMTYellowstone,46.2426088,-105.5692958
PhoenixNYOnondaga,43.231179,-76.300764
MumfordNYMonroe,42.9924433,-77.8602521
OhiopylePAFayette,39.8699324,-79.4929336
Bridge CityTXOrange,30.0207678,-93.8457255
Fort PolkLAVernon,31.05206675,-93.17121879031653
FarmingtonNHStrafford,43.39008,-71.06575
PewamoMIIonia,43.0011442,-84.8469423
AronaPAWestmoreland,40.2693904,-79.6611957
MoorelandINWayne,39.9973208,-85.2508254
BlaineTNGrainger,36.1542508,-83.7040704
PlymouthIAWorth,42.7369124,-96.2213607
ThedfordNEThomas,41.9775427,-100.5741974
OpelousasLASaint Landry,30.5335302,-92.081509
MaricopaCASan Luis Obispo,35.058858,-119.4009509
FlushingOHHarrison,40.1495133,-81.0662112
HortenseGAWayne,31.3366088,-81.9562254
GrahamTXYoung,33.1020053,-98.581341
CalhounLAOuachita,28.5031572,-96.6736551
BruneauIDOwyhee,42.8810312,-115.7989401
BeaverOHPike,39.0306626,-82.8247137
West Long BranchNJMonmouth,40.2903891,-74.0176381
WagonerOKWagoner,35.9542216,-95.5636238
Beverly HillsMIOakland,42.5226219,-83.241357
SalisburyCTLitchfield,41.983426,-73.4212318
PlainwellMIKalamazoo,42.4400357,-85.6489035
Lake SuzyFLDeSoto,27.0381125,-82.0370322
CameronWIBarron,45.4085696,-91.7440591
StrawnTXPalo Pinto,32.5520737,-98.4981091
LenaLANatchitoches,42.3804975,-89.8220784
East GreenvillePABerks,40.4064882,-75.5018479
MiddleburgVAFauquier,38.9690189,-77.7355056
BentonTNPolk,35.1742411,-84.6535468
LeicesterNCBuncombe,35.6551074,-82.6962438
PaulinaLASt. James,40.9764865,-74.9437829
SearcyARWhite,35.9018987,-92.7098744
San YsidroNMSandoval,35.563363,-106.7705907
FerrisburghVTAddison,44.2594979,-73.2112346
RockportKYOhio,37.333933,-86.9961062
Des AllemandsLASt. Charles,29.8149585,-90.47350127114603
ColdspringTXSan Jacinto,30.592421,-95.1293818
MarcellusNYOnondaga,42.9824729,-76.3400186
ElberfeldINWarrick,38.1597668,-87.4483482
EdinboroPACrawford,41.8742225,-80.1317236
WaterburyVTChittenden,44.337125349999994,-72.75549720909403
EscanabaMIDelta,45.7455707,-87.0647434
Sandy CreekNYOswego,43.644235,-76.086035
ParkerPAButler,41.0958957,-79.6825489
SalemOHColumbiana,40.9008923,-80.8567502
Old ForgePALackawanna,41.3711906,-75.7349144
ChardonOHLake,41.582466,-81.20334
IolaWIWaupaca,44.5080338,-89.1306665
YukonMOTexas,37.2731038,-91.8482064
Green ForestARCarroll,36.3353472,-93.4360189
WallaceIDShoshone,47.4716089,-115.9239168
Saginaw cityMISaginaw,43.4200387,-83.9490365
MannsvilleNYJefferson,43.712846,-76.062701
ApalachinNYTioga,42.070674499999996,-76.16275702173913
ColumbiaKYAdair,37.102841,-85.3063504
AuburnNYCayuga,42.9320202,-76.5672029
WhighamGAGrady,30.8829681,-84.3237944
StanberryMOGentry,40.217771,-94.538294
CaberyILKankakee,40.9958657,-88.2053282
MaxwellNELincoln,41.0773572,-100.5257558
LincolnTXLee,30.2837427,-96.9640988
PicachoNMLincoln,32.3248148,-106.8497287
