,0,1
West Lake HillsTXTravis,30.2877039,-97.8068157
College StationTXBrazos,30.5955289,-96.3071042
ForrestonTXEllis,32.2558909,-96.865574
MabankTXKaufman,32.3665322,-96.1008056
SchertzTXGuadalupe,29.5641617,-98.2695702
TeagueTXFreestone,31.6453085,-96.33003678278689
ElmendorfTXBexar,29.2560731,-98.3327903
New WaverlyTXWalker,30.5377007,-95.483276
WillisTXMontgomery,30.4241219,-95.4796587
WilmerTXDallas,32.5890243,-96.6852724
FerrisTXDallas,32.5340262,-96.6655488
ColleyvilleTXTarrant,32.8809603,-97.155012
Marble FallsTXTravis,30.5781414,-98.2753857
SchulenburgTXFayette,29.680116,-96.904598
Round MountainTXTravis,31.7001754,-95.1877213
SaladoTXBell,30.9473351,-97.5382009
AbbottTXHill,31.889930149999998,-97.08708306334233
Meadows PlaceTXFort Bend,29.6513439,-95.5880005
HockleyTXHarris,33.5714311,-102.3110415
Missouri CityTXHarris,29.6185669,-95.5377215
PantegoTXTarrant,32.7142988,-97.1564002
PinehurstTXMontgomery,30.1071543,-93.7746117
CleburneTXJohnson,32.3476438,-97.3866837
BlancoTXBlanco,30.2419274,-98.4004594
WallerTXHarris,29.9443902,-95.9955885
SealyTXAustin,29.7789913,-96.1568381
Wills PointTXVan Zandt,32.7092955,-96.0083018
LindaleTXSmith,32.5156971,-95.4093998
CreedmoorTXHays,30.0899368,-97.7338917
FerrisTXEllis,32.5340262,-96.6655488
WindcrestTXBexar,29.515508,-98.3802925
Liberty HillTXWilliamson,30.7551911,-95.2291062
KaufmanTXKaufman,32.581020800000005,-96.29927072197667
WimberleyTXHays,29.9976807,-98.0987896
Cedar HillTXDallas,32.5888072,-96.9553675
CaldwellTXBurleson,29.8298971,-97.5959641
LorenaTXMcLennan,31.3865592,-97.2155596
Dripping SpringsTXHays,30.1902067,-98.0866781
Marble FallsTXBurnet,30.5781414,-98.2753857
CorsicanaTXNavarro,32.091299,-96.4646821
Bluff DaleTXErath,32.3509718,-98.0214262
Cedar CreekTXBastrop,31.3205971,-94.7540977
MagnoliaTXMontgomery,30.2093794,-95.7507815
WeimarTXColorado,29.7030098,-96.7805399
HuntsvilleTXWalker,30.7235263,-95.5507771
Jbsa Ft Sam HoustonTXBexar,29.4246002,-98.4951405
StreetmanTXFreestone,31.8771675,-96.3232639
GrandviewTXJohnson,32.2666506,-97.1785429
CouplandTXWilliamson,30.4600175,-97.3911454
EustaceTXHenderson,32.3070902,-96.0066354
NavasotaTXGrimes,30.3874135,-96.0875066
WacoTXMclennan,31.549333,-97.1466695
San AntonioTXComal,29.4246002,-98.4951405
FrankstonTXAnderson,32.0526614,-95.5063456
RowlettTXRockwall,32.9029017,-96.56388
CrandallTXKaufman,32.6279113,-96.4558196
AustinTXHays,30.2711286,-97.7436995
Forest HillTXTarrant,32.6720778,-97.2691812
SpringtownTXParker,32.97067175,-97.68392100646909
WaelderTXGonzales,29.6939876,-97.2977037
Spring BranchTXComal,29.885073249999998,-98.4196833729311
PlantersvilleTXGrimes,30.3339997,-95.8629447
TaylorTXWilliamson,32.2793121,-99.8812612
MilfordTXEllis,32.1245956,-96.945277
VanTXVan Zandt,32.5249976,-95.6376281
YoakumTXDeWitt,33.1536951,-102.833579
Royse CityTXHunt,32.9761045,-96.331334
AlleytonTXColorado,29.7082889,-96.4870244
Universal CityTXBexar,29.5480071,-98.2911235
Wills PointTXKaufman,32.7092955,-96.0083018
LipanTXHood,32.5184682,-98.0458732
BryanTXBrazos,30.6743643,-96.3699632
HearneTXRobertson,30.8788819,-96.5962378
AddisonTXDallas,32.9604305,-96.83025951893629
CrowleyTXTarrant,32.5782835,-97.3609829
KempnerTXLampasas,31.081007,-98.0025249
IredellTXBosque,31.9851488,-97.8719741
MaxwellTXCaldwell,29.881897,-97.7956423
AlvinTXBrazoria,29.4238472,-95.2441009
Bee CaveTXTravis,30.3085373,-97.94501
Rio VistaTXJohnson,32.2334808,-97.3744605
BediasTXGrimes,30.7757486,-95.949397
MontgomeryTXMontgomery,30.301949,-95.5065944
BryanTXRobertson,30.6743643,-96.3699632
East BernardTXWharton,29.5275595,-96.0645975
BuffaloTXFreestone,31.4642141,-96.0591968
BremondTXRobertson,31.1661929,-96.6760147
ItascaTXHill,32.1595947,-97.1500074
BulverdeTXComal,29.7438332,-98.4530729
SaginawTXTarrant,32.8601275,-97.3639068
LulingTXCaldwell,29.680314,-97.6473265
RangerTXEastland,32.4693688,-98.6799442
AthensTXHenderson,32.2044416,-95.854914
NeedvilleTXFort Bend,29.3974305,-95.8380978
BriggsTXBurnet,30.8887692,-97.9258138
Elm MottTXMcLennan,31.6715215,-97.1000553
KilleenTXBell,31.1171441,-97.727796
MansfieldTXJohnson,32.5631924,-97.1416768
SeagovilleTXDallas,32.6447916,-96.5418608
NixonTXGonzales,29.2696579,-97.7625132
Granite ShoalsTXBurnet,30.589077,-98.3839153
SelmaTXGuadalupe,29.5848923,-98.305779
MilanoTXMilam,30.7106407,-96.864745
BeasleyTXFort Bend,29.4974636,-95.9180099
RichlandTXNavarro,30.4235001,-97.5339796
LeonaTXLeon,31.1546279,-95.9691234
DriftwoodTXHays,30.1229876,-98.0308425
MarionTXGuadalupe,32.7931661,-94.344488
PalmerTXEllis,32.431252,-96.66777
FairfieldTXFreestone,31.7244035,-96.1648789
MarionTXBexar,32.7931661,-94.344488
WebbervilleTXTravis,30.231045,-97.5166653
CrockettTXHouston,30.6517377,-101.3766686
KingsburyTXGuadalupe,29.661520799999998,-97.81543529471699
SantoTXPalo Pinto,32.6037293,-98.2141084
CiboloTXGuadalupe,29.5707831,-98.2330927
OlympiaWAThurston,47.0451022,-122.8950075
SeattleWAKing,47.6038321,-122.3300624
OakvilleWAGrays Harbor,41.0997561,-91.0445898
EverettWASnohomish,47.9673056,-122.2013998
ArlingtonWASnohomish,48.1810957,-122.1389548
SpokaneWASpokane,47.6579425,-117.4212265
Federal WayWAKing,47.313494,-122.3393103
BellevueWAKing,47.6144219,-122.1923372
KentWAKing,47.3826903,-122.2270272
RentonWAKing,47.4799078,-122.2034496
Mountlake TerraceWASnohomish,47.7909667,-122.3066395
LynnwoodWASnohomish,47.8278656,-122.3053932
PacificWAKing,47.2640129,-122.2485492
MonroeWASnohomish,47.8552259,-121.9713359
PoulsboWAKitsap,47.7391366,-122.63928
Port OrchardWAKitsap,47.5315625,-122.6384056
TacomaWAPierce,47.2495798,-122.4398746
PuyallupWAPierce,47.1849009,-122.29214
BothellWASnohomish,47.7598697,-122.2068288
RedmondWAKing,47.6694141,-122.1238767
LakewoodWAPierce,47.1714085,-122.5164
TukwilaWAKing,47.4627356,-122.2559156
EdmondsWASnohomish,47.8105738,-122.3774952
BrinnonWAJefferson,47.676463,-122.92056107693548
Maple ValleyWAKing,47.3664231,-122.0437127
ClatskanieORColumbia,46.1036879,-123.2048168
SnohomishWASnohomish,47.9180275,-122.0899646
Mercer IslandWAKing,47.5602073,-122.22014226861951
ShorelineWAKing,47.7558829,-122.34104273295449
BothellWAKing,47.7598697,-122.2068288
IssaquahWAKing,47.5348778,-122.0432974
AuburnWAKing,47.3075369,-122.2301808
Lake StevensWASnohomish,48.0197794,-122.0660914
KelsoWACowlitz,46.1420334,-122.9060318
QuilceneWAJefferson,47.8222945,-122.8751712
KirklandWAKing,47.6859573,-122.1920249
BremertonWAKitsap,47.5653663,-122.6246836
ChehalisWALewis,46.6599653,-122.9634322
TulalipWASnohomish,48.071385500000005,-122.26486740245815
WinlockWALewis,46.4924025,-122.9388355
SpanawayWAPierce,47.0979462,-122.4243422
Gig HarborWAPierce,47.3259697,-122.5878659
MarysvilleWASnohomish,48.0517429,-122.1768209
IndianolaWAKitsap,41.3605271,-93.5599632
Spokane ValleyWASpokane,47.6571104,-117.2613936
DupontWAPierce,47.0990689,-122.6375463
LangleyWAIsland,48.0399806,-122.4094051
WoodinvilleWASnohomish,47.7545827,-122.1588902
UnionWAMason,41.015699,-94.2472694
Lake Forest ParkWAKing,47.7567679,-122.2809623
RochesterWAThurston,46.8218166,-123.0958571
TeninoWAThurston,46.8567408,-122.8502933
SumnerWAPierce,42.8488865,-92.0970758
LongviewWACowlitz,46.1377048,-122.9344623
OrtingWAPierce,47.0978795,-122.2042824
RainierWAThurston,46.891055,-122.689346
ElbeWAPierce,46.7649218,-122.1931212
MontesanoWAGrays Harbor,46.9812063,-123.6026629
EatonvilleWAPierce,46.8682516,-122.2700681
AlgonaWAKing,43.0699663,-94.233019
SheltonWAMason,47.2150945,-123.1007066
Camano IslandWAIsland,48.1625483,-122.49502681973634
SnoqualmieWAKing,47.5289527,-121.8270932
YakimaWAYakima,46.601557,-120.5108421
CentraliaWALewis,46.7204489,-122.9614303
MeadWASpokane,47.7673923,-117.354939
KennewickWABenton,46.2087066,-119.1199192
MineralWALewis,46.7170518,-122.1809417
AstoriaORClatsop,46.187885,-123.831256
Milton FreewaterORUmatilla,45.9329103,-118.3877558
Cle ElumWAKittitas,47.1952417,-120.9400632
CovingtonWAKing,47.3657791,-122.100222
CheneyWASpokane,47.4873895,-117.5757676
North BendWAKing,47.4959464,-121.7851542
Deer ParkWASpokane,47.9543375,-117.476891
Bainbridge IslandWAKitsap,47.6262725,-122.5209287
VeradaleWASpokane,47.6570725,-117.1966829
RainierORColumbia,46.0889178,-122.9360177
Benton CityWABenton,46.2631897,-119.487802
Port TownsendWAJefferson,48.1185325,-122.7679629
SpangleWASpokane,47.4273936,-117.3801986
Gold BarWAKing,47.8540432,-121.6932029
SilverdaleWAKitsap,47.6594091,-122.6766317
AllynWAMason,47.3834644,-122.830479
MedinaWAKing,47.620548,-122.2264453
ClintonWAIsland,41.9054695,-90.5599971
StanwoodWASnohomish,41.8930715,-91.1507132
ColbertWASpokane,47.8245288,-117.3474086
WoodlandWACowlitz,45.9109715,-122.7408326
Mill CreekWASnohomish,47.8577455,-122.2210628
SultanWASnohomish,47.862282,-121.8147315
Otis OrchardsWASpokane,41.9513915,-91.6232335
ColfaxWAWhitman,41.6777666,-93.245205
Normandy ParkWAKing,47.4351528,-122.339601
RoyWAPierce,40.8777792,-93.5927169
CathlametWAWahkiakum,46.2031673,-123.3831893
CoupevilleWAIsland,48.2181895,-122.6858073
GreenbankWAIsland,48.0985721,-122.5721538
Castle RockWACowlitz,46.2739907,-122.9049187
Port LudlowWAJefferson,47.9253738,-122.6834969
DaytonWAColumbia,42.2613645,-94.0685672
SkykomishWAKing,47.7092722,-121.3605684
McClearyWAGrays Harbor,47.053151,-123.2654308
EllensburgWAKittitas,46.9970635,-120.5451223
Walla WallaWAWalla Walla,46.0667277,-118.3393456
WoodinvilleWAKing,47.7545827,-122.1588902
ChattaroyWASpokane,47.8894184,-117.3578196
ToledoWALewis,41.9958519,-92.5790517
KalamaWACowlitz,46.0085225,-122.8424709
GreenacresWASpokane,47.6592157,-117.1591034
DuvallWAKing,47.7423219,-121.9856782
EnumclawWAKing,47.2047793,-121.9916371
Liberty LakeWASpokane,47.6681145,-117.1048656
Black DiamondWAKing,47.3083078,-122.0037583
Nine Mile FallsWASpokane,47.7714748,-117.5436715
Medical LakeWASpokane,47.5727104,-117.6823915
RitzvilleWAAdams,47.1268749,-118.3808474
Port AngelesWAClallam,48.118146,-123.4307413
Fall CityWAKing,47.5658785,-121.89993911023055
RockfordWASpokane,43.0521922,-92.9485301
UmatillaORUmatilla,45.9173549,-119.3425179
GrahamWAPierce,47.0395996,-122.2785729
VernoniaORColumbia,45.8587229,-123.1928926
ValleyfordWASpokane,47.5319914,-117.2385443
SeatacWAKing,47.4449086,-122.2830842
ChimacumWAJefferson,48.0146577,-122.770452
BuckleyWAPierce,47.1622483,-122.027746
PullmanWAWhitman,46.7304268,-117.173895
KingstonWAKitsap,47.7987627,-122.4990762
BelfairWAMason,47.5023158,-122.7773648
VashonWAKing,47.4480496,-122.4606702
MiltonWAPierce,40.6744694,-92.161213
SequimWAClallam,48.0849312,-123.1096706
SammamishWAKing,47.6088445,-122.0423067
SuquamishWAKitsap,47.7301145,-122.5529894
Des MoinesWAKing,41.5910641,-93.6037149
CarnationWAKing,47.6475134,-121.9129419
Lake TappsWAPierce,47.2198644,-122.17532672432489
GoldendaleWAKlickitat,45.8206794,-120.8217312
ElmaWAGrays Harbor,43.2466362,-92.4360102
ValleyWAStevens,48.1751732,-117.724685
MortonWALewis,46.5570542,-122.2751715
WapatoWAYakima,46.4476278,-120.4203382
South YakimaWAYakima,46.601557,-120.5108421
MiltonWAKing,40.6744694,-92.161213
Deer IslandORColumbia,45.9312252,-122.8437164
ClatskanieORClatsop,46.1036879,-123.2048168
HelixORUmatilla,45.8495768,-118.6569253
AuburnWAPierce,47.3075369,-122.2301808
BrierWASnohomish,47.7845419,-122.2742948
PascoWAFranklin,46.2306739,-119.0921006
WenatcheeWAChelan,47.4234599,-120.3103494
OlallaWAKitsap,47.4305404,-122.5429467
BridgeportWADouglas,48.0081999,-119.671164
LaceyWAThurston,47.0263876,-122.8072257
East WenatcheeWADouglas,47.4156824,-120.2931263
CentraliaWAThurston,46.7204489,-122.9614303
SpragueWALincoln,47.3001584,-117.9755065
Bonney LakeWAPierce,47.1870191,-122.1702293
LeavenworthWAChelan,47.5969138,-120.6610816
EnumclawWAPierce,47.2047793,-121.9916371
Airway HeightsWASpokane,47.644611,-117.5932728
NewportWAPend Oreille,48.1796277,-117.0432583
SalkumWALewis,46.5320515,-122.625947
FifeWAPierce,47.2359524,-122.3626381
RandleWALewis,46.535111,-121.9570386
Gold BarWASnohomish,47.8540432,-121.6932029
SpragueWAAdams,47.3001584,-117.9755065
LilliwaupWAMason,47.4625769,-123.1158996
Joint Base Lewis McchordWAPierce,47.03083425,-122.50741355336132
McclearyWAGrays Harbor,47.053151,-123.2654308
YelmWAThurston,46.9413877,-122.6063902
Skokomish NationWAMason,47.2150945,-123.1007066
OnalaskaWALewis,46.5751062,-122.7181719
QuincyWAGrant,47.2342997,-119.8525504
InglisFLLevy,29.0302514,-82.6687161
Marco IslandFLCollier,25.9363356,-81.7156832
LauderhillFLBroward,26.1567308,-80.22506769232564
Belle GladeFLPalm Beach,26.6845104,-80.6675577
Temple TerraceFLHillsborough,28.0352964,-82.3892596
TignallGAWilkes,33.8676229,-82.7412512
AndersonvilleGAMacon,32.1959947,-84.1399085
ClaxtonGAEvans,32.1615815,-81.9040047
AllendaleSCAllendale,32.9635006,-81.3400056
MerrillIAPlymouth,42.7197133,-96.2486357
AtkinsIABenton,41.9945216,-91.8639973
HintonIAPlymouth,42.6267251,-96.294369
GraettingerIAPalo Alto,43.2377381,-94.7513713
RiversideIAJohnson,41.4797413,-91.5812759
FarragutIAFremont,40.7219441,-95.480823
WoodbineIAHarrison,41.7371999,-95.7012869
SwanIAWarren,41.4652689,-93.3113196
DenisonIACrawford,42.0177658,-95.3552757
West PointIALee,40.7172056,-91.4517307
New VirginiaIAWarren,41.180595,-93.7300396
KnoxvilleILKnox,35.9603948,-83.9210261
TremontILTazewell,40.6284222,-76.3871768
FontanaWIWalworth,42.5514056,-88.5751007
NorthfieldILCook,42.09975,-87.7808967
CarpentersvilleILKane,42.1211364,-88.2578582
Orland HillsILCook,41.5853107,-87.8431078
ClintonIAClinton,41.9054695,-90.5599971
LelandILLaSalle,34.2203056,-78.0335992
Park ForestILCook,41.4825788,-87.6802344
RobbinsILCook,41.6439227,-87.7036602
West ChicagoILKane,41.8847507,-88.2039607
PeruILBureau,41.3272919,-89.1287636
MonroeWIGreen,42.6018298,-89.6392396
Grand LedgeMIEaton,42.7533685,-84.7463757
Twin LakeMIMuskegon,43.3627922,-86.1647831
South RockwoodMIMonroe,42.0639323,-83.2610406
SturgisMISt. Joseph,41.799217,-85.4191482
NorthvilleMIWashtenaw,42.4310806,-83.4832262
SpringfieldMICalhoun,42.3264298,-85.2391614
WestlandMIWayne,42.3238056,-83.4005321
SalineMIWashtenaw,42.1667072,-83.7816075
BancroftMIShiawassee,42.8786421,-84.0638525
HoltonMIMuskegon,43.4133486,-86.0795043
MalverneNYNassau,40.6789916,-73.6740191
WareMAHampden,42.2690764,-72.271023
HackettstownNJMorris,40.8538944,-74.8291638
CalifonNJHunterdon,40.7195448,-74.8357215
Pine BushNYOrange,41.6131875,-74.29392993210078
CharlemontMAFranklin,42.6304719,-72.8725139
FallsburgNYSullivan,41.7320362,-74.6012711
KerhonksonNYUlster,41.7736845,-74.30082923131955
Glen RidgeNJEssex,40.805378,-74.2037566
HamptonCTWindham,41.7948205,-72.1272989
SchenevusNYOtsego,42.550394,-74.82514487524557
MarylandNYOtsego,42.5364661,-74.8865453
CummingtonMAHampshire,42.4620577,-72.9145734
MendonMAWorcester,42.0962353,-71.5454516
SwampscottMAEssex,42.4699241,-70.9171507
ManvilleNJSomerset,40.5409367,-74.587657
GilletteNJMorris,40.6782581,-74.4680716
BozrahCTNew London,41.5505962,-72.168238
CenterbrookCTMiddlesex,41.3514878,-72.4159193
Long ValleyNJMorris,40.7816465,-74.7592389209058
OradellNJBergen,40.9543943,-74.0308504
West HatfieldMAHampshire,42.3709222,-72.6370343
CantonCTHartford,41.8245424,-72.8937122
DelhiNYDelaware,42.2781401,-74.9159946
PrattsvilleNYGreene,42.3148062,-74.4329261
North FalmouthMABarnstable,41.6459404,-70.6183639
North StoningtonCTNew London,41.466838949999996,-71.87270893312851
Ulster ParkNYUlster,41.855926,-73.9770826
FayettevilleOHBrown,39.1867298,-83.9321521
Mount GileadOHMorrow,40.5492265,-82.8274015
FredericktownOHKnox,40.4811721,-82.5407213
WaterfordOHWashington,40.5433933,-82.6187814
WilliamsburgPABlair,40.4611846,-78.2016846
South ForkPACambria,41.4741665,-78.4861165
BarclayMDQueen Annes,39.1444057,-75.8643061
LawrencevilleNJMercer,40.300987649999996,-74.73737283395636
Bruceton MillsWVPreston,39.659228,-79.64058670391478
HuntingtownMDCalvert,38.6129305,-76.61752759026258
ThorntonPADelaware,39.9073326,-75.5315922
GlenoldenPADelaware,39.9001126,-75.2890745
Silver SpringMDPrince George's,38.9959461,-77.0276231
WestamptonNJBurlington,40.030404,-74.854633
ParkesburgPAChester,39.9587161,-75.9193928
StockertownPANorthampton,40.754456,-75.2615618
StreetMDHarford,39.6689941,-76.3794052
Mount RainierMDPrince George's,38.9415,-76.9649751
ArmaghPAIndiana,40.4536813,-79.0319742
WoodbineNJAtlantic,39.2417813,-74.8151667
ToptonPABerks,40.5034284,-75.7013027
WalnutportPANorthampton,40.7542619,-75.5987971
LyndoraPAButler,40.8501351,-79.9160635
PylesvilleMDHarford,39.6898272,-76.3730161
WesternportMDAllegany,39.4854732,-79.0446881
TownsendDENew Castle,39.3951115,-75.6915973
BladensburgMDPrince Georges,38.9392997,-76.9337983
Royse CityTXRockwall,32.9761045,-96.331334
QuinlanTXHunt,32.9103998,-96.1355295
East BernardTXFort Bend,29.5275595,-96.0645975
RosaliaWAWhitman,47.2360047,-117.369813
IrrigonORMorrow,45.8956885,-119.4914117
NachesWAYakima,46.730958,-120.699516
ClaytonWAStevens,42.8547706,-91.3667151
Soap LakeWAGrant,47.389307,-119.490591
PeshastinWAChelan,47.570368,-120.6037166
MukilteoWASnohomish,47.9474034,-122.3036992
BaringWAKing,47.761391,-121.47515681521381
CarbonadoWAPierce,47.0797219,-122.0514335
University PlaceWAPierce,47.216134,-122.54008298779578
MattawaWAGrant,46.7379045,-119.9028228
MoragaCAContra Costa,37.834897,-122.12883
Live OakCASutter,39.2757232,-121.6599701
Hidden Valley LakeCALake,38.8025675,-122.53395009710536
BrionesCAContra Costa,37.9599786,-122.1993031
PhiloCAMendocino,39.0657324,-123.4450093
Ross ValleyCAMarin,37.9624239,-122.5549775
AlleghanyCASierra,39.4696486,-120.8432836
Deer ParkCANapa,38.5353055,-122.46933712286759
Laguna WoodsCAOrange,33.6106076,-117.7249722
Sierra MadreCALos Angeles,34.1616729,-118.0528456
Riviera BeachFLPalm Beach,26.7753405,-80.0580969
Port Saint LucieFLSaint Lucie,27.2939333,-80.3503283
ChieflandFLLevy,29.4749586,-82.8591997
Boca GrandeFLLee,26.7489586,-82.262039
Babson ParkFLPolk,27.837368,-81.52246115420687
Indian Harbour BeachFLBrevard,28.1489021,-80.5883855
Fort Mc CoyFLMarion,29.1871986,-82.1400923
Canal PointFLPalm Beach,26.861741000000002,-80.62290972036823
Miami SpringsFLMiami-Dade,25.82184795,-80.2927081391561
MorristonFLLevy,29.281638,-82.4378804
North Palm BeachFLPalm Beach,26.8237944,-80.05592659756701
BronsonFLLevy,29.4477445,-82.6423336
ByronGAHouston,32.6537561,-83.7596294
WilliamsonGAPike,33.1823419,-84.3615902
West PointGAHarris,32.8779056,-85.1832746
CommerceGAFranklin,34.203997,-83.4571058
RoopvilleGAHeard,33.4565021,-85.1307779
ButlerGATaylor,32.5570898,-84.2382482
White PlainsGAGreene,33.4720779,-83.035429
CrawfordvilleGATaliaferro,33.5539938,-82.8961899
Ware ShoalsSCAbbeville,34.389975500000006,-82.23549612179488
OakfieldGAWorth,31.777873200000002,-83.97162744863184
EvansGAColumbia,32.1613648,-81.8980725
Little MountainSCNewberry,35.1201157,-82.3601173
GlenwoodGAWheeler,32.1799008,-82.6695802
DawsonGATerrell,34.4077085,-84.1356771
AshburnGATurner,31.7059751,-83.6535591
ChappellsSCSaluda,34.1798538,-81.8667798
CentervilleIAAppanoose,40.7341804,-92.8740876
Van WertIADecatur,40.8697209,-93.7929993
WalkerIALinn,42.2866572,-91.7807299
OelweinIAFayette,42.6733171,-91.9135036
Council BluffsIAMills,41.2621283,-95.8613912
Gilmore CityIAPocahontas,42.7294176,-94.4477507
Story CityIAHamilton,42.1872062,-93.5957713
BlairsburgIAHamilton,42.4798547,-93.6429769
OnawaIAMonona,42.0268093,-96.0974287
Dallas CenterIADallas,41.684432,-93.9610628
UrbanaIABenton,42.2241596,-91.8743444
BallwinMOSaint Louis,38.5936028,-90.5385549
SycamoreILDeKalb,41.9889173,-88.6867538
BarringtonILKane,42.1539141,-88.1361888
Spring GroveILLake,42.4436308,-88.2364775
LindenwoodILOgle,37.4688271,-122.1816316
ManhattanILWill,40.7896239,-73.9598939
MansfieldILPiatt,40.75839,-82.5154471
TeutopolisILEffingham,39.1330967,-88.4719918
CaryILMcHenry,42.2119684,-88.2381381
PontiacILLivingston,40.8808666,-88.6297839
TowandaILMcLean,40.5639242,-88.8989607
Saint CharlesMOSaint Charles,38.7877791,-90.6747372
AuburnILSangamon,32.541478,-85.53473548726109
Blue IslandILCook,41.65530805,-87.67759062702602
AuroraILDupage,41.7571701,-88.3147539
PlanoILKendall,33.0136764,-96.6925096
Maple ParkILDeKalb,41.9075282,-88.5992494
ClintonWIRock,42.5577925,-88.865107
La FayetteILStark,39.0001282,-89.0430211
ShabbonaILDekalb,41.7680851,-88.8770311
CaledoniaILWinnebago,44.4678493,-72.0897101
StauntonILMacoupin,38.1495947,-79.072557
WoodhullILHenry,41.1789256,-90.3159582
OrlandINSteuben,41.7306059,-85.1716376
Lake OdessaMIIonia,42.7847564,-85.1383367
AuburnMIBay,42.310407,-83.302175
BloomingdaleMIVan Buren,42.3828129,-85.9569675
River RougeMIWayne,42.2729262,-83.1352891
NorthvilleMIOakland,42.4310806,-83.4832262
HerseyMIOsceola,43.84863,-85.444491
GrantMINewaygo,43.336132,-85.810882
ColdwaterMIBranch,41.9403263,-85.0005215
East TawasMIIosco,44.279461,-83.490252
MidlandMIBay,43.6155825,-84.2472117
MiddleburyINElkhart,41.6750375,-85.7058146
WoodstockNYUlster,42.0410578,-74.1182492
Oak RidgeNJMorris,41.0462085,-74.4859898
BlandfordMAHampden,42.186736,-72.9527068
White LakeNYSullivan,41.6770338,-74.8279413
CedarhurstNYNassau,40.6228819,-73.7242983
Breezy PointNYQueens,40.556239500000004,-73.92671790351166
RumfordRIProvidence,41.8453781,-71.3519985
MedwayMANorfolk,42.1417641,-71.3967256
TeterboroNJBergen,40.857483,-74.06003621298285
WinchendonMAWorcester,42.6587935,-72.0490326
HoldenMAWorcester,42.3560836,-71.8623548
TowacoNJMorris,40.9230477,-74.3433955
BethlehemCTLitchfield,41.6393626,-73.2080798
OxfordCTNew Haven,41.4351795,-73.1172769
BethanyCTNew Haven,41.4217637,-72.9970496
VoorheesvilleNYAlbany,42.653967,-73.9287366
CohassetMANorfolk,42.2419023,-70.8044436
CenterportNYSuffolk,40.89782185,-73.37172140296552
NahantMAEssex,42.4264859,-70.9189371
AshburnhamMAWorcester,42.6480766,-71.9206964
GarwoodNJUnion,40.6517692,-74.3229264
CoventryRIKent,41.7000996,-71.6828444
Old TappanNJBergen,41.0106971,-73.9911073
FanwoodNJUnion,40.6409041,-74.3836416
GrahamsvilleNYSullivan,41.8478701,-74.547935
Mountain DaleNYSullivan,41.6895375,-74.5312702
South EastonMABristol,42.0473222,-71.0814358
East FreetownMABristol,41.7751024,-70.9578183
BrimfieldMAHampden,42.1252037,-72.2005684
West SuffieldCTHartford,41.9887073,-72.6920365
WarnervilleNYSchoharie,42.6603531,-74.507363
BecketMABerkshire,42.2850368,-73.0835267
NorthfieldMAFranklin,42.6784273,-72.4348221
HarpersfieldNYDelaware,42.4384124,-74.6873749
WalpoleMANorfolk,42.1417653,-71.2494985
Kendall ParkNJMiddlesex,40.4138096,-74.56600305272451
CobleskillNYSchoharie,42.677853,-74.4854172
SuffieldCTHartford,41.9816944,-72.6506604
ChepachetRIProvidence,41.9150997,-71.6714586
Malden BridgeNYColumbia,42.4706378,-73.5828928
Sound BeachNYSuffolk,40.95592895,-72.96804286115947
Broad ChannelNYQueens,40.6064008,-73.81901879728136
HebronCTTolland,41.6578767,-72.3659161
New Hyde ParkNYQueens,40.7308451,-73.6805499
GranbyCTHartford,41.9539855,-72.7887071
AshfieldMAFranklin,42.5208525,-72.8108278
RochesterMAPlymouth,41.7317701,-70.8200371
GlenmontNYAlbany,42.604802,-73.7695658
MenandsNYAlbany,42.6920233,-73.7245639
CoxsackieNYGreene,42.3509179,-73.8029028
AmandaOHFairfield,39.649508,-82.7443367
AshlandKYBoyd,38.4784144,-82.6379387
RichwoodOHUnion,40.4264477,-83.2968631
New StraitsvilleOHPerry,39.577847,-82.2376489
DublinOHUnion,40.0992294,-83.1140771
AkronOHMedina,41.083064,-81.518485
BellevueOHHuron,41.2736163,-82.8409057
BellefontaineOHLogan,40.3611643,-83.7596557
StoutOHAdams,38.6639639,-83.3790756
South PortsmouthKYGreenup,38.7250509,-83.0141361
HillsboroOHHighland,39.2022866,-83.611587
WoosterOHWayne,40.7980976,-81.9397733
Plain CityOHMadison,40.1078821,-83.2669677
BedfordOHCuyahoga,41.39311,-81.536509
GlousterOHAthens,39.503126,-82.0845892
PortsmouthOHScioto,38.7316375,-82.9965441
HopewellOHMuskingum,39.9556228,-82.1706984
TiffinOHSeneca,41.114485,-83.1779537
East PittsburghPAAllegheny,40.3957108,-79.8384391
SaxonburgPAButler,40.7539956,-79.8103943
AudubonNJCamden,39.8909466,-75.0729504
AcmePAWestmoreland,40.1267392,-79.4286473
Middle RiverMDBaltimore,39.3342745,-76.4394057
Corbin CityNJCape May,39.3034484,-74.7557193
Sparrows PointMDBaltimore County,39.219275,-76.4760724
GeorgetownPABeaver,40.6414539,-80.4978449
ClarksboroNJGloucester,39.7998356,-75.2237934
GlenmoorePAChester,40.0889905,-75.7718794
NesquehoningPACarbon,40.864534,-75.8110277
West SunburyPAButler,41.0072854,-79.8961647
College ParkMDPrince Georges,38.980666,-76.9369189
New FlorencePAWestmoreland,40.3803492,-79.075308
FriendsvilleMDGarrett,39.6636933,-79.4053167
DublinPABucks,40.3715883,-75.2016245
CentrevilleMDQueen Anne's,39.0420588,-76.0674344
SudlersvilleMDQueen Anne's,39.1870554,-75.8588257
HerefordPABerks,40.4485694,-75.5523057
